entity,distance_1,distance_2,distance_3,distance_4,distance_5
laptop,"['computing', 'laptop_computer', 'notebook']","['calculation', 'computer_science', 'note_pad', 'notepad']","['mathematics', 'calculate', 'estimate', 'sum', 'computer', 'comp_sci']","['australia', 'queensland', 'science', 'maths', 'numeracy', 'dialect', 'us', 'compute', 'trust', 'forecast', 'account', 'aim', 'construction_and_business', 'estimation', 'appraisal', 'appraise', 'assessment', 'aave', 'amount', 'center', 'quarter', 'summary', 'summit', 'kernel', 'union', 'add', 'summarize', 'total', 'historical', 'calculator']","['austria', 'aussie', 'meganesia', 'scion', 'only', 'theology', 'humorous', 'art', 'skill', 'commonwealth', 'except_canada', 'math', 'linguistics', 'ornithology', 'pejorative', 'programming', 'northern_england', 'personal', 'u', 'usd', 'states', 'u.s.a', 'usa', 'united_states', 'legal', 'commerce', 'belief', 'confidence', 'expectation', 'faith', 'hope', 'reliance', 'believe', 'entrust', 'betting', 'prognosis', 'bode', 'count', 'accounting', 'banking', 'business', 'chronicle', 'delineation', 'description', 'history', 'inventory', 'narrative', 'portrayal', 'recital', 'record', 'rehearsal', 'representation', 'score', 'statement', 'tidings', 'word', 'defense', 'membership', 'bill', 'explanation', 'report', 'esa', 'internet', 'nasa', 'space', 'attempt', 'bearing', 'bent', 'course', 'direction', 'effort', 'endeavor', 'final_cause', 'intent', 'object', 'objective', 'proclivity', 'purpose', 'reason', 'scheme', 'scope', 'target', 'tendency', 'undertaking', 'aspiration', 'draw_bead_on', 'drive', 'valuation', 'apprise', 'proscribed', 'measure', 'survey', 'judgment', 'black_english', 'nonstandard', 'not_applicable_to_discrete_numbers_or_units_or_items_in_standard_english', 'come', 'american_football', 'architecture', 'basketball', 'canadian_football', 'engineering', 'geometry', 'group_theory', 'ice_hockey', 'netball', 'politics', 'ring_theory', 'rugby', 'soccer', 'football', 'military', 'middle_of_road', 'central', 'halfway', 'centroid', 'midpoint', 'center_field', 'plaza', 'concentrate', 'focus_on', 'financial', 'heraldiccharge', 'military_slang', 'nautical', 'professional_basketball', 'united_kingdom', 'arithmetic', 'stay_over', 'fourth', 'trimester', 'district', 'stern', 'one_fourth', 'draw', 'compendious', 'drumhead', 'upshot', 'climbing', 'hiking', 'acme', 'peak', 'pinnacle', 'calculus', 'category_theory', 'chemistry', 'formally', 'functional_analysis', 'fuzzy_set_theory', 'linear_algebra', 'slang', 'crux', 'euphemistic', 'set_theory', 'uk', 'closed', 'organised', 'federal', 'junction', 'coupling', 'marriage', 'date', 'do', 'video_games', 'ad_d', 'attention_deficit_disorder', 'add_up', 'annex', 'augment', 'bestow', 'coalesce', 'mention', 'lend', 'sum_up', 'dutch', 'thede', 'complete', 'absolute', 'entire', 'demolish', 'past', 'real', 'historic', 'diachronic', 'adding_machine', 'electronic_calculator', 'plotter', 'pocket_calculator', 'ready_reckoner', 'schemer']"
